BHK,SFT,CITY,CONSTRUCTION TYPE,FURNITURE TYPE,PRICE
5,4820,HYD,FLAT,FULLY," 2,90,16,400.00 "
5,4032,GNT,INDP,PARTIAL," 2,02,00,320.00 "
5,4565,GNT,INDP,NO," 2,28,25,000.00 "
5,4602,KKD,FLAT,NO," 2,07,09,000.00 "
5,4066,HYD,FLAT,NO," 2,43,96,000.00 "
5,4080,GNT,INDP,FULLY," 2,04,81,600.00 "
5,4447,GNT,INDP,PARTIAL," 2,22,79,470.00 "
5,3832,KKD,FLAT,NO," 1,72,44,000.00 "
5,3707,HYD,FLAT,NO," 2,22,42,000.00 "
5,3854,TPT,FLAT,FULLY," 2,16,59,480.00 "
5,4076,GNT,INDP,PARTIAL," 2,04,20,760.00 "
5,4598,TPT,INDP,NO," 2,57,48,800.00 "
5,4422,HYD,FLAT,NO," 2,65,32,000.00 "
5,4952,HYD,FLAT,NO," 2,97,12,000.00 "
5,4606,GNT,INDP,FULLY," 2,31,22,120.00 "
5,4808,GNT,INDP,PARTIAL," 2,40,88,080.00 "
5,4435,VIJ,FLAT,NO," 2,39,49,000.00 "
5,3740,HYD,FLAT,NO," 2,24,40,000.00 "
5,3985,HYD,FLAT,FULLY," 2,39,89,700.00 "
5,4687,GNT,INDP,PARTIAL," 2,34,81,870.00 "
5,4438,GNT,INDP,NO," 2,21,90,000.00 "
5,4319,KKD,FLAT,NO," 1,94,35,500.00 "
5,4950,HYD,FLAT,NO," 2,97,00,000.00 "
5,4020,GNT,INDP,FULLY," 2,01,80,400.00 "
5,3541,GNT,INDP,PARTIAL," 1,77,40,410.00 "
5,4186,KKD,FLAT,NO," 1,88,37,000.00 "
5,4949,HYD,FLAT,NO," 2,96,94,000.00 "
5,3694,TPT,FLAT,FULLY," 2,07,60,280.00 "
5,3676,GNT,INDP,PARTIAL," 1,84,16,760.00 "
5,3662,TPT,INDP,NO," 2,05,07,200.00 "
5,4179,HYD,FLAT,NO," 2,50,74,000.00 "
5,4417,HYD,FLAT,NO," 2,65,02,000.00 "
5,4960,GNT,INDP,FULLY," 2,48,99,200.00 "
5,3745,GNT,INDP,PARTIAL," 1,87,62,450.00 "
5,3572,VIJ,FLAT,NO," 1,92,88,800.00 "
5,4732,HYD,FLAT,NO," 2,83,92,000.00 "
5,4040,HYD,FLAT,FULLY," 2,43,20,800.00 "
5,3807,GNT,INDP,PARTIAL," 1,90,73,070.00 "
5,3625,GNT,INDP,NO," 1,81,25,000.00 "
5,4797,KKD,FLAT,NO," 2,15,86,500.00 "
5,3666,HYD,FLAT,NO," 2,19,96,000.00 "
5,4661,GNT,INDP,FULLY," 2,33,98,220.00 "
5,3523,GNT,INDP,PARTIAL," 1,76,50,230.00 "
5,3833,KKD,FLAT,NO," 1,72,48,500.00 "
5,4803,HYD,FLAT,NO," 2,88,18,000.00 "
5,3775,TPT,FLAT,FULLY," 2,12,15,500.00 "
5,4054,GNT,INDP,PARTIAL," 2,03,10,540.00 "
5,4633,TPT,INDP,NO," 2,59,44,800.00 "
5,4968,HYD,FLAT,NO," 2,98,08,000.00 "
5,4069,HYD,FLAT,NO," 2,44,14,000.00 "
5,4760,GNT,INDP,FULLY," 2,38,95,200.00 "
5,4796,GNT,INDP,PARTIAL," 2,40,27,960.00 "
5,4885,VIJ,FLAT,NO," 2,63,79,000.00 "
5,4945,HYD,FLAT,NO," 2,96,70,000.00 "
5,4963,HYD,FLAT,FULLY," 2,98,77,260.00 "
5,4378,GNT,INDP,PARTIAL," 2,19,33,780.00 "
5,4852,GNT,INDP,NO," 2,42,60,000.00 "
5,3830,KKD,FLAT,NO," 1,72,35,000.00 "
5,3987,HYD,FLAT,NO," 2,39,22,000.00 "
5,4273,GNT,INDP,FULLY," 2,14,50,460.00 "
5,4197,GNT,INDP,PARTIAL," 2,10,26,970.00 "
5,3642,KKD,FLAT,NO," 1,63,89,000.00 "
5,3837,HYD,FLAT,NO," 2,30,22,000.00 "
5,3835,TPT,FLAT,FULLY," 2,15,52,700.00 "
5,4273,GNT,INDP,PARTIAL," 2,14,07,730.00 "
5,4504,TPT,INDP,NO," 2,52,22,400.00 "
5,4821,HYD,FLAT,NO," 2,89,26,000.00 "
5,3640,HYD,FLAT,NO," 2,18,40,000.00 "
5,4246,GNT,INDP,FULLY," 2,13,14,920.00 "
5,4484,GNT,INDP,PARTIAL," 2,24,64,840.00 "
5,4422,VIJ,FLAT,NO," 2,38,78,800.00 "
5,4128,HYD,FLAT,NO," 2,47,68,000.00 "
5,4469,HYD,FLAT,FULLY," 2,69,03,380.00 "
5,4616,GNT,INDP,PARTIAL," 2,31,26,160.00 "
5,3529,GNT,INDP,NO," 1,76,45,000.00 "
5,4483,KKD,FLAT,NO," 2,01,73,500.00 "
5,4037,HYD,FLAT,NO," 2,42,22,000.00 "
5,4482,GNT,INDP,FULLY," 2,24,99,640.00 "
5,4638,GNT,INDP,PARTIAL," 2,32,36,380.00 "
5,3583,KKD,FLAT,NO," 1,61,23,500.00 "
5,4418,HYD,FLAT,NO," 2,65,08,000.00 "
5,3836,TPT,FLAT,FULLY," 2,15,58,320.00 "
5,4241,GNT,INDP,PARTIAL," 2,12,47,410.00 "
5,4716,TPT,INDP,NO," 2,64,09,600.00 "
5,4439,HYD,FLAT,NO," 2,66,34,000.00 "
5,4876,HYD,FLAT,NO," 2,92,56,000.00 "
5,3656,GNT,INDP,FULLY," 1,83,53,120.00 "
5,4434,GNT,INDP,PARTIAL," 2,22,14,340.00 "
5,4694,VIJ,FLAT,NO," 2,53,47,600.00 "
5,4020,HYD,FLAT,NO," 2,41,20,000.00 "
5,3917,HYD,FLAT,FULLY," 2,35,80,340.00 "
5,4268,GNT,INDP,PARTIAL," 2,13,82,680.00 "
5,3741,GNT,INDP,NO," 1,87,05,000.00 "
5,3864,KKD,FLAT,NO," 1,73,88,000.00 "
5,4862,HYD,FLAT,NO," 2,91,72,000.00 "
5,4181,GNT,INDP,FULLY," 2,09,88,620.00 "
5,3974,GNT,INDP,PARTIAL," 1,99,09,740.00 "
5,4820,KKD,FLAT,NO," 2,16,90,000.00 "
5,3815,HYD,FLAT,NO," 2,28,90,000.00 "
5,4659,TPT,FLAT,FULLY," 2,61,83,580.00 "
5,3723,GNT,INDP,PARTIAL," 1,86,52,230.00 "
5,3926,TPT,INDP,NO," 2,19,85,600.00 "
5,3845,HYD,FLAT,NO," 2,30,70,000.00 "
5,4253,HYD,FLAT,NO," 2,55,18,000.00 "
5,3651,GNT,INDP,FULLY," 1,83,28,020.00 "
5,4346,GNT,INDP,PARTIAL," 2,17,73,460.00 "
5,3826,VIJ,FLAT,NO," 2,06,60,400.00 "
5,4576,HYD,FLAT,NO," 2,74,56,000.00 "
5,4452,HYD,FLAT,FULLY," 2,68,01,040.00 "
5,4469,GNT,INDP,PARTIAL," 2,23,89,690.00 "
5,4671,GNT,INDP,NO," 2,33,55,000.00 "
5,4849,KKD,FLAT,NO," 2,18,20,500.00 "
5,4891,HYD,FLAT,NO," 2,93,46,000.00 "
5,4890,GNT,INDP,FULLY," 2,45,47,800.00 "
5,3765,GNT,INDP,PARTIAL," 1,88,62,650.00 "
5,4452,KKD,FLAT,NO," 2,00,34,000.00 "
5,4693,HYD,FLAT,NO," 2,81,58,000.00 "
5,3664,TPT,FLAT,FULLY," 2,05,91,680.00 "
5,4656,GNT,INDP,PARTIAL," 2,33,26,560.00 "
5,4441,TPT,INDP,NO," 2,48,69,600.00 "
5,3867,HYD,FLAT,NO," 2,32,02,000.00 "
5,4165,HYD,FLAT,NO," 2,49,90,000.00 "
5,3712,GNT,INDP,FULLY," 1,86,34,240.00 "
5,4482,GNT,INDP,PARTIAL," 2,24,54,820.00 "
5,4537,VIJ,FLAT,NO," 2,44,99,800.00 "
5,3999,HYD,FLAT,NO," 2,39,94,000.00 "
5,4630,HYD,FLAT,FULLY," 2,78,72,600.00 "
5,3896,GNT,INDP,PARTIAL," 1,95,18,960.00 "
5,3909,GNT,INDP,NO," 1,95,45,000.00 "
5,4915,KKD,FLAT,NO," 2,21,17,500.00 "
5,3865,HYD,FLAT,NO," 2,31,90,000.00 "
5,4655,GNT,INDP,FULLY," 2,33,68,100.00 "
5,4051,GNT,INDP,PARTIAL," 2,02,95,510.00 "
5,4931,KKD,FLAT,NO," 2,21,89,500.00 "
5,4527,HYD,FLAT,NO," 2,71,62,000.00 "
5,4417,TPT,FLAT,FULLY," 2,48,23,540.00 "
5,4671,GNT,INDP,PARTIAL," 2,34,01,710.00 "
5,4601,TPT,INDP,NO," 2,57,65,600.00 "
5,4339,HYD,FLAT,NO," 2,60,34,000.00 "
5,3911,HYD,FLAT,NO," 2,34,66,000.00 "
5,4578,GNT,INDP,FULLY," 2,29,81,560.00 "
5,3949,GNT,INDP,PARTIAL," 1,97,84,490.00 "
5,3831,VIJ,FLAT,NO," 2,06,87,400.00 "
5,3930,HYD,FLAT,NO," 2,35,80,000.00 "
5,4580,HYD,FLAT,FULLY," 2,75,71,600.00 "
5,4482,GNT,INDP,PARTIAL," 2,24,54,820.00 "
5,3789,GNT,INDP,NO," 1,89,45,000.00 "
5,4526,KKD,FLAT,NO," 2,03,67,000.00 "
5,4841,HYD,FLAT,NO," 2,90,46,000.00 "
5,4082,GNT,INDP,FULLY," 2,04,91,640.00 "
5,3583,GNT,INDP,PARTIAL," 1,79,50,830.00 "
5,3869,KKD,FLAT,NO," 1,74,10,500.00 "
5,3575,HYD,FLAT,NO," 2,14,50,000.00 "
5,3870,TPT,FLAT,FULLY," 2,17,49,400.00 "
5,3730,GNT,INDP,PARTIAL," 1,86,87,300.00 "
5,3978,TPT,INDP,NO," 2,22,76,800.00 "
5,4481,HYD,FLAT,NO," 2,68,86,000.00 "
5,4789,HYD,FLAT,NO," 2,87,34,000.00 "
5,4671,GNT,INDP,FULLY," 2,34,48,420.00 "
5,3535,GNT,INDP,PARTIAL," 1,77,10,350.00 "
5,3565,VIJ,FLAT,NO," 1,92,51,000.00 "
5,4978,HYD,FLAT,NO," 2,98,68,000.00 "
5,3791,HYD,FLAT,FULLY," 2,28,21,820.00 "
5,4773,GNT,INDP,PARTIAL," 2,39,12,730.00 "
5,4158,GNT,INDP,NO," 2,07,90,000.00 "
5,3937,KKD,FLAT,NO," 1,77,16,500.00 "
5,4763,HYD,FLAT,NO," 2,85,78,000.00 "
5,4696,GNT,INDP,FULLY," 2,35,73,920.00 "
5,3990,GNT,INDP,PARTIAL," 1,99,89,900.00 "
5,3645,KKD,FLAT,NO," 1,64,02,500.00 "
5,3823,HYD,FLAT,NO," 2,29,38,000.00 "
5,3593,TPT,FLAT,FULLY," 2,01,92,660.00 "
5,4737,GNT,INDP,PARTIAL," 2,37,32,370.00 "
5,4457,TPT,INDP,NO," 2,49,59,200.00 "
5,4962,HYD,FLAT,NO," 2,97,72,000.00 "
5,4717,HYD,FLAT,NO," 2,83,02,000.00 "
5,3995,GNT,INDP,FULLY," 2,00,54,900.00 "
5,4014,GNT,INDP,PARTIAL," 2,01,10,140.00 "
5,4335,VIJ,FLAT,NO," 2,34,09,000.00 "
5,3835,HYD,FLAT,NO," 2,30,10,000.00 "
5,4646,HYD,FLAT,FULLY," 2,79,68,920.00 "
5,4646,GNT,INDP,PARTIAL," 2,32,76,460.00 "
5,3973,GNT,INDP,NO," 1,98,65,000.00 "
5,3804,KKD,FLAT,NO," 1,71,18,000.00 "
5,4486,HYD,FLAT,NO," 2,69,16,000.00 "
5,3939,GNT,INDP,FULLY," 1,97,73,780.00 "
5,4796,GNT,INDP,PARTIAL," 2,40,27,960.00 "
5,3830,KKD,FLAT,NO," 1,72,35,000.00 "
5,4243,HYD,FLAT,NO," 2,54,58,000.00 "
5,3540,TPT,FLAT,FULLY," 1,98,94,800.00 "
5,3645,GNT,INDP,PARTIAL," 1,82,61,450.00 "
5,4486,TPT,INDP,NO," 2,51,21,600.00 "
5,4208,HYD,FLAT,NO," 2,52,48,000.00 "
5,4908,HYD,FLAT,NO," 2,94,48,000.00 "
5,4949,GNT,INDP,FULLY," 2,48,43,980.00 "
5,4193,GNT,INDP,PARTIAL," 2,10,06,930.00 "
5,4719,VIJ,FLAT,NO," 2,54,82,600.00 "
5,4519,HYD,FLAT,NO," 2,71,14,000.00 "
5,4196,HYD,FLAT,FULLY," 2,52,59,920.00 "
5,3662,GNT,INDP,PARTIAL," 1,83,46,620.00 "
5,4664,GNT,INDP,NO," 2,33,20,000.00 "
5,3969,KKD,FLAT,NO," 1,78,60,500.00 "
5,4111,HYD,FLAT,NO," 2,46,66,000.00 "
5,4047,GNT,INDP,FULLY," 2,03,15,940.00 "
5,4967,GNT,INDP,PARTIAL," 2,48,84,670.00 "
5,4253,KKD,FLAT,NO," 1,91,38,500.00 "
5,4225,HYD,FLAT,NO," 2,53,50,000.00 "
5,4178,TPT,FLAT,FULLY," 2,34,80,360.00 "
5,4269,GNT,INDP,PARTIAL," 2,13,87,690.00 "
5,3513,TPT,INDP,NO," 1,96,72,800.00 "
5,3807,HYD,FLAT,NO," 2,28,42,000.00 "
5,4210,HYD,FLAT,NO," 2,52,60,000.00 "
5,4471,GNT,INDP,FULLY," 2,24,44,420.00 "
5,3581,GNT,INDP,PARTIAL," 1,79,40,810.00 "
5,3803,VIJ,FLAT,NO," 2,05,36,200.00 "
5,3900,HYD,FLAT,NO," 2,34,00,000.00 "
5,4060,HYD,FLAT,FULLY," 2,44,41,200.00 "
5,4322,GNT,INDP,PARTIAL," 2,16,53,220.00 "
5,4075,GNT,INDP,NO," 2,03,75,000.00 "
5,4155,KKD,FLAT,NO," 1,86,97,500.00 "
5,4930,HYD,FLAT,NO," 2,95,80,000.00 "
5,4202,GNT,INDP,FULLY," 2,10,94,040.00 "
5,4975,GNT,INDP,PARTIAL," 2,49,24,750.00 "
5,4109,KKD,FLAT,NO," 1,84,90,500.00 "
5,4337,HYD,FLAT,NO," 2,60,22,000.00 "
5,4758,TPT,FLAT,FULLY," 2,67,39,960.00 "
5,4017,GNT,INDP,PARTIAL," 2,01,25,170.00 "
5,3660,TPT,INDP,NO," 2,04,96,000.00 "
5,4768,HYD,FLAT,NO," 2,86,08,000.00 "
5,3969,HYD,FLAT,NO," 2,38,14,000.00 "
5,4681,GNT,INDP,FULLY," 2,34,98,620.00 "
5,3739,GNT,INDP,PARTIAL," 1,87,32,390.00 "
5,3948,VIJ,FLAT,NO," 2,13,19,200.00 "
5,4278,HYD,FLAT,NO," 2,56,68,000.00 "
5,4705,HYD,FLAT,FULLY," 2,83,24,100.00 "
5,3638,GNT,INDP,PARTIAL," 1,82,26,380.00 "
5,4238,GNT,INDP,NO," 2,11,90,000.00 "
5,3738,KKD,FLAT,NO," 1,68,21,000.00 "
5,3569,HYD,FLAT,NO," 2,14,14,000.00 "
5,3742,GNT,INDP,FULLY," 1,87,84,840.00 "
5,4784,GNT,INDP,PARTIAL," 2,39,67,840.00 "
5,4731,KKD,FLAT,NO," 2,12,89,500.00 "
5,3551,HYD,FLAT,NO," 2,13,06,000.00 "
5,4961,TPT,FLAT,FULLY," 2,78,80,820.00 "
5,4868,GNT,INDP,PARTIAL," 2,43,88,680.00 "
5,4660,TPT,INDP,NO," 2,60,96,000.00 "
5,4555,HYD,FLAT,NO," 2,73,30,000.00 "
5,3864,HYD,FLAT,NO," 2,31,84,000.00 "
5,4735,GNT,INDP,FULLY," 2,37,69,700.00 "
5,4684,GNT,INDP,PARTIAL," 2,34,66,840.00 "
5,4569,VIJ,FLAT,NO," 2,46,72,600.00 "
5,4823,HYD,FLAT,NO," 2,89,38,000.00 "
5,4911,HYD,FLAT,FULLY," 2,95,64,220.00 "
5,4571,GNT,INDP,PARTIAL," 2,29,00,710.00 "
5,4079,GNT,INDP,NO," 2,03,95,000.00 "
5,4012,KKD,FLAT,NO," 1,80,54,000.00 "
5,3653,HYD,FLAT,NO," 2,19,18,000.00 "
5,3958,GNT,INDP,FULLY," 1,98,69,160.00 "
5,3529,GNT,INDP,PARTIAL," 1,76,80,290.00 "
5,4338,KKD,FLAT,NO," 1,95,21,000.00 "
5,3968,HYD,FLAT,NO," 2,38,08,000.00 "
5,4202,TPT,FLAT,FULLY," 2,36,15,240.00 "
5,4246,GNT,INDP,PARTIAL," 2,12,72,460.00 "
5,4138,TPT,INDP,NO," 2,31,72,800.00 "
5,4085,HYD,FLAT,NO," 2,45,10,000.00 "
5,4632,HYD,FLAT,NO," 2,77,92,000.00 "
5,4801,GNT,INDP,FULLY," 2,41,01,020.00 "
5,4598,GNT,INDP,PARTIAL," 2,30,35,980.00 "
5,3986,VIJ,FLAT,NO," 2,15,24,400.00 "
5,3957,HYD,FLAT,NO," 2,37,42,000.00 "
5,3690,HYD,FLAT,FULLY," 2,22,13,800.00 "
5,4256,GNT,INDP,PARTIAL," 2,13,22,560.00 "
5,4853,GNT,INDP,NO," 2,42,65,000.00 "
5,3549,KKD,FLAT,NO," 1,59,70,500.00 "
5,4135,HYD,FLAT,NO," 2,48,10,000.00 "
5,3832,GNT,INDP,FULLY," 1,92,36,640.00 "
5,3972,GNT,INDP,PARTIAL," 1,98,99,720.00 "
5,4219,KKD,FLAT,NO," 1,89,85,500.00 "
5,3778,HYD,FLAT,NO," 2,26,68,000.00 "
5,4607,TPT,FLAT,FULLY," 2,58,91,340.00 "
5,4995,GNT,INDP,PARTIAL," 2,50,24,950.00 "
5,3703,TPT,INDP,NO," 2,07,36,800.00 "
5,3544,HYD,FLAT,NO," 2,12,64,000.00 "
5,3685,HYD,FLAT,NO," 2,21,10,000.00 "
5,4087,GNT,INDP,FULLY," 2,05,16,740.00 "
5,4909,GNT,INDP,PARTIAL," 2,45,94,090.00 "
5,3704,VIJ,FLAT,NO," 2,00,01,600.00 "
5,4708,HYD,FLAT,NO," 2,82,48,000.00 "
5,4505,HYD,FLAT,FULLY," 2,71,20,100.00 "
5,3924,GNT,INDP,PARTIAL," 1,96,59,240.00 "
5,4606,GNT,INDP,NO," 2,30,30,000.00 "
5,4415,KKD,FLAT,NO," 1,98,67,500.00 "
5,4405,HYD,FLAT,NO," 2,64,30,000.00 "
5,3609,GNT,INDP,FULLY," 1,81,17,180.00 "
5,4507,GNT,INDP,PARTIAL," 2,25,80,070.00 "
5,4879,KKD,FLAT,NO," 2,19,55,500.00 "
5,4338,HYD,FLAT,NO," 2,60,28,000.00 "
5,4197,TPT,FLAT,FULLY," 2,35,87,140.00 "
5,4556,GNT,INDP,PARTIAL," 2,28,25,560.00 "
5,3795,TPT,INDP,NO," 2,12,52,000.00 "
5,4403,HYD,FLAT,NO," 2,64,18,000.00 "
5,4294,HYD,FLAT,NO," 2,57,64,000.00 "
5,4713,GNT,INDP,FULLY," 2,36,59,260.00 "
5,4627,GNT,INDP,PARTIAL," 2,31,81,270.00 "
5,4789,VIJ,FLAT,NO," 2,58,60,600.00 "
5,3640,HYD,FLAT,NO," 2,18,40,000.00 "
5,4299,HYD,FLAT,FULLY," 2,58,79,980.00 "
5,4002,GNT,INDP,PARTIAL," 2,00,50,020.00 "
5,4408,GNT,INDP,NO," 2,20,40,000.00 "
5,3637,KKD,FLAT,NO," 1,63,66,500.00 "
5,4970,HYD,FLAT,NO," 2,98,20,000.00 "
5,3920,GNT,INDP,FULLY," 1,96,78,400.00 "
5,3815,GNT,INDP,PARTIAL," 1,91,13,150.00 "
5,4683,KKD,FLAT,NO," 2,10,73,500.00 "
5,4499,HYD,FLAT,NO," 2,69,94,000.00 "
5,4825,TPT,FLAT,FULLY," 2,71,16,500.00 "
5,3549,GNT,INDP,PARTIAL," 1,77,80,490.00 "
5,3810,TPT,INDP,NO," 2,13,36,000.00 "
5,4966,HYD,FLAT,NO," 2,97,96,000.00 "
5,4890,HYD,FLAT,NO," 2,93,40,000.00 "
5,3896,GNT,INDP,FULLY," 1,95,57,920.00 "
5,4798,GNT,INDP,PARTIAL," 2,40,37,980.00 "
5,3882,VIJ,FLAT,NO," 2,09,62,800.00 "
5,4008,HYD,FLAT,NO," 2,40,48,000.00 "
5,4629,HYD,FLAT,FULLY," 2,78,66,580.00 "
5,4538,GNT,INDP,PARTIAL," 2,27,35,380.00 "
5,3876,GNT,INDP,NO," 1,93,80,000.00 "
5,4476,KKD,FLAT,NO," 2,01,42,000.00 "
5,4097,HYD,FLAT,NO," 2,45,82,000.00 "
5,4613,GNT,INDP,FULLY," 2,31,57,260.00 "
5,4738,GNT,INDP,PARTIAL," 2,37,37,380.00 "
5,4183,KKD,FLAT,NO," 1,88,23,500.00 "
5,3828,HYD,FLAT,NO," 2,29,68,000.00 "
5,3947,TPT,FLAT,FULLY," 2,21,82,140.00 "
5,4671,GNT,INDP,PARTIAL," 2,34,01,710.00 "
5,3692,TPT,INDP,NO," 2,06,75,200.00 "
5,4299,HYD,FLAT,NO," 2,57,94,000.00 "
5,4715,HYD,FLAT,NO," 2,82,90,000.00 "
5,4370,GNT,INDP,FULLY," 2,19,37,400.00 "
5,3713,GNT,INDP,PARTIAL," 1,86,02,130.00 "
5,4930,VIJ,FLAT,NO," 2,66,22,000.00 "
5,4934,HYD,FLAT,NO," 2,96,04,000.00 "
5,4782,HYD,FLAT,FULLY," 2,87,87,640.00 "
5,4617,GNT,INDP,PARTIAL," 2,31,31,170.00 "
5,3690,GNT,INDP,NO," 1,84,50,000.00 "
5,3501,KKD,FLAT,NO," 1,57,54,500.00 "
5,4684,HYD,FLAT,NO," 2,81,04,000.00 "
5,3751,GNT,INDP,FULLY," 1,88,30,020.00 "
5,4854,GNT,INDP,PARTIAL," 2,43,18,540.00 "
5,4572,KKD,FLAT,NO," 2,05,74,000.00 "
5,4707,HYD,FLAT,NO," 2,82,42,000.00 "
5,4676,TPT,FLAT,FULLY," 2,62,79,120.00 "
5,4831,GNT,INDP,PARTIAL," 2,42,03,310.00 "
5,4617,TPT,INDP,NO," 2,58,55,200.00 "
5,3522,HYD,FLAT,NO," 2,11,32,000.00 "
5,4342,HYD,FLAT,NO," 2,60,52,000.00 "
5,3560,GNT,INDP,FULLY," 1,78,71,200.00 "
5,4411,GNT,INDP,PARTIAL," 2,20,99,110.00 "
5,4366,VIJ,FLAT,NO," 2,35,76,400.00 "
5,4296,HYD,FLAT,NO," 2,57,76,000.00 "
5,4756,HYD,FLAT,FULLY," 2,86,31,120.00 "
5,4576,GNT,INDP,PARTIAL," 2,29,25,760.00 "
5,3824,GNT,INDP,NO," 1,91,20,000.00 "
5,4611,KKD,FLAT,NO," 2,07,49,500.00 "
5,4842,HYD,FLAT,NO," 2,90,52,000.00 "
5,4884,GNT,INDP,FULLY," 2,45,17,680.00 "
5,4128,GNT,INDP,PARTIAL," 2,06,81,280.00 "
5,4490,KKD,FLAT,NO," 2,02,05,000.00 "
5,4179,HYD,FLAT,NO," 2,50,74,000.00 "
5,3870,TPT,FLAT,FULLY," 2,17,49,400.00 "
5,4824,GNT,INDP,PARTIAL," 2,41,68,240.00 "
5,4130,TPT,INDP,NO," 2,31,28,000.00 "
5,4273,HYD,FLAT,NO," 2,56,38,000.00 "
5,4818,HYD,FLAT,NO," 2,89,08,000.00 "
5,3970,GNT,INDP,FULLY," 1,99,29,400.00 "
5,3951,GNT,INDP,PARTIAL," 1,97,94,510.00 "
5,4136,VIJ,FLAT,NO," 2,23,34,400.00 "
5,4895,HYD,FLAT,NO," 2,93,70,000.00 "
5,3698,HYD,FLAT,FULLY," 2,22,61,960.00 "
5,4702,GNT,INDP,PARTIAL," 2,35,57,020.00 "
5,3915,GNT,INDP,NO," 1,95,75,000.00 "
5,4409,KKD,FLAT,NO," 1,98,40,500.00 "
5,4979,HYD,FLAT,NO," 2,98,74,000.00 "
5,4692,GNT,INDP,FULLY," 2,35,53,840.00 "
5,4275,GNT,INDP,PARTIAL," 2,14,17,750.00 "
5,4946,KKD,FLAT,NO," 2,22,57,000.00 "
5,4395,HYD,FLAT,NO," 2,63,70,000.00 "
5,3535,TPT,FLAT,FULLY," 1,98,66,700.00 "
5,3598,GNT,INDP,PARTIAL," 1,80,25,980.00 "
5,4810,TPT,INDP,NO," 2,69,36,000.00 "
5,4612,HYD,FLAT,NO," 2,76,72,000.00 "
5,4047,HYD,FLAT,NO," 2,42,82,000.00 "
5,4616,GNT,INDP,FULLY," 2,31,72,320.00 "
5,4829,GNT,INDP,PARTIAL," 2,41,93,290.00 "
5,4432,VIJ,FLAT,NO," 2,39,32,800.00 "
5,4876,HYD,FLAT,NO," 2,92,56,000.00 "
5,4295,HYD,FLAT,FULLY," 2,58,55,900.00 "
5,3579,GNT,INDP,PARTIAL," 1,79,30,790.00 "
5,4979,GNT,INDP,NO," 2,48,95,000.00 "
5,3844,KKD,FLAT,NO," 1,72,98,000.00 "
5,4582,HYD,FLAT,NO," 2,74,92,000.00 "
5,4609,GNT,INDP,FULLY," 2,31,37,180.00 "
5,3689,GNT,INDP,PARTIAL," 1,84,81,890.00 "
5,4081,KKD,FLAT,NO," 1,83,64,500.00 "
5,3983,HYD,FLAT,NO," 2,38,98,000.00 "
5,3598,TPT,FLAT,FULLY," 2,02,20,760.00 "
5,4745,GNT,INDP,PARTIAL," 2,37,72,450.00 "
5,4970,TPT,INDP,NO," 2,78,32,000.00 "
5,4424,HYD,FLAT,NO," 2,65,44,000.00 "
5,3820,HYD,FLAT,NO," 2,29,20,000.00 "
5,3524,GNT,INDP,FULLY," 1,76,90,480.00 "
5,4291,GNT,INDP,PARTIAL," 2,14,97,910.00 "
5,3600,VIJ,FLAT,NO," 1,94,40,000.00 "
5,4053,HYD,FLAT,NO," 2,43,18,000.00 "
5,3876,HYD,FLAT,FULLY," 2,33,33,520.00 "
5,4162,GNT,INDP,PARTIAL," 2,08,51,620.00 "
5,4851,GNT,INDP,NO," 2,42,55,000.00 "
5,3736,KKD,FLAT,NO," 1,68,12,000.00 "
5,4889,HYD,FLAT,NO," 2,93,34,000.00 "
5,4818,GNT,INDP,FULLY," 2,41,86,360.00 "
5,4962,GNT,INDP,PARTIAL," 2,48,59,620.00 "
5,4155,KKD,FLAT,NO," 1,86,97,500.00 "
5,3617,HYD,FLAT,NO," 2,17,02,000.00 "
5,4905,TPT,FLAT,FULLY," 2,75,66,100.00 "
5,3861,GNT,INDP,PARTIAL," 1,93,43,610.00 "
5,4964,TPT,INDP,NO," 2,77,98,400.00 "
5,3597,HYD,FLAT,NO," 2,15,82,000.00 "
5,3963,HYD,FLAT,NO," 2,37,78,000.00 "
5,4177,GNT,INDP,FULLY," 2,09,68,540.00 "
5,4974,GNT,INDP,PARTIAL," 2,49,19,740.00 "
5,3738,VIJ,FLAT,NO," 2,01,85,200.00 "
5,4545,HYD,FLAT,NO," 2,72,70,000.00 "
5,3570,HYD,FLAT,FULLY," 2,14,91,400.00 "
5,3502,GNT,INDP,PARTIAL," 1,75,45,020.00 "
5,4720,GNT,INDP,NO," 2,36,00,000.00 "
5,3605,KKD,FLAT,NO," 1,62,22,500.00 "
5,4905,HYD,FLAT,NO," 2,94,30,000.00 "
5,4390,GNT,INDP,FULLY," 2,20,37,800.00 "
5,4096,GNT,INDP,PARTIAL," 2,05,20,960.00 "
5,3556,KKD,FLAT,NO," 1,60,02,000.00 "
5,3913,HYD,FLAT,NO," 2,34,78,000.00 "
5,4741,TPT,FLAT,FULLY," 2,66,44,420.00 "
5,3823,GNT,INDP,PARTIAL," 1,91,53,230.00 "
5,3834,TPT,INDP,NO," 2,14,70,400.00 "
5,4548,HYD,FLAT,NO," 2,72,88,000.00 "
5,4919,HYD,FLAT,NO," 2,95,14,000.00 "
5,4473,GNT,INDP,FULLY," 2,24,54,460.00 "
5,4241,GNT,INDP,PARTIAL," 2,12,47,410.00 "
5,4879,VIJ,FLAT,NO," 2,63,46,600.00 "
5,4491,HYD,FLAT,NO," 2,69,46,000.00 "
5,4517,HYD,FLAT,FULLY," 2,71,92,340.00 "
